feature_id,species_id,cite_id,citation_name,,,,,,,,,,,,,,,,,,
1,Aethiacristatella,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
1,Aethiacristatella,,Piatt et al 1990,,,,,,,,,,,,,,,,,,
1,Aethiacristatella,,Jones 1993b,,,,,,,,,,,,,,,,,,
1,Aethiacristatella,,Gaston and Jones 1998,,,,,,,,,,,,,,,,,,
2,Aethiapsittacula,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
2,Aethiapsittacula,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
2,Aethiapsittacula,,Nettleship 1996,,,,,,,,,,,,,,,,,,
3,Aethiapusilla,,Roby and Brink 1986,,,,,,,,,,,,,,,,,,
3,Aethiapusilla,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
3,Aethiapusilla,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
3,Aethiapusilla,,Jones and Montgomerie 1991,,,,,,,,,,,,,,,,,,
3,Aethiapusilla,,Jones 1993a,,,,,,,,,,,,,,,,,,
4,Aethiapygmaea,,Byrd and Williams 1993b,,,,,,,,,,,,,,,,,,
4,Aethiapygmaea,,Nettleship 1996,,,,,,,,,,,,,,,,,,
4,Aethiapygmaea,,Hunter et al 2002,,,,,,,,,,,,,,,,,,
5,Alcatorda,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
5,Alcatorda,,Harris and Wanless 1989,,,,,,,,,,,,,,,,,,
5,Alcatorda,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
5,Alcatorda,,Gaston and Jones 1998,,,,,,,,,,,,,,,,,,
5,Alcatorda,,Lavers et al 2008,,,,,,,,,,,,,,,,,,
5,Alcatorda,,Bryant and Furness 1995,,,,,,,,,,,,,,,,,,
6,Allealle,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
6,Allealle,,Gaston and Jones 1998,,,,,,,,,,,,,,,,,,
6,Allealle,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
7,Brachyramphusbrevirostris,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
7,Brachyramphusbrevirostris,,Nettleship 1996,,,,,,,,,,,,,,,,,,
7,Brachyramphusbrevirostris,,Day et al 1999,,,,,,,,,,,,,,,,,,
8,Brachyramphusmarmoratus,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
8,Brachyramphusmarmoratus,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
8,Brachyramphusmarmoratus,,Nelson and Hamer 1995,,,,,,,,,,,,,,,,,,
8,Brachyramphusmarmoratus,,Nelson 1997,,,,,,,,,,,,,,,,,,
8,Brachyramphusmarmoratus,,Parker et al 2004,,,,,,,,,,,,,,,,,,
8,Brachyramphusmarmoratus,,Beissinger 1995,,,,,,,,,,,,,,,,,,
9,Brachyramphusperdix,,Nettleship 1996,,,,,,,,,,,,,,,,,,
10,Cepphuscarbo,,Harrison 1983,,,,,,,,,,,,,,,,,,
10,Cepphuscarbo,,Nettleship 1996,,,,,,,,,,,,,,,,,,
11,Cepphuscolumba,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
11,Cepphuscolumba,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
11,Cepphuscolumba,,Ewins 1993,,,,,,,,,,,,,,,,,,
11,Cepphuscolumba,,Vermeer et al 1993,,,,,,,,,,,,,,,,,,
11,Cepphuscolumba,,BBL,,,,,,,,,,,,,,,,,,
12,Cepphusgrylle,,Petersen 1981,,,,,,,,,,,,,,,,,,
12,Cepphusgrylle,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
12,Cepphusgrylle,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
12,Cepphusgrylle,,BBL,,,,,,,,,,,,,,,,,,
13,Cerorhincamonocerata,,Watanuki 1987,,,,,,,,,,,,,,,,,,
13,Cerorhincamonocerata,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
13,Cerorhincamonocerata,,Gaston and Jones 1998,,,,,,,,,,,,,,,,,,
13,Cerorhincamonocerata,,Gaston and Dechesne 1996,,,,,,,,,,,,,,,,,,
13,Cerorhincamonocerata,,BBL,,,,,,,,,,,,,,,,,,
14,Fraterculaarctica,,Ashcroft 1979,,,,,,,,,,,,,,,,,,
14,Fraterculaarctica,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
14,Fraterculaarctica,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
14,Fraterculaarctica,,Bryant and Furness 1995,,,,,,,,,,,,,,,,,,
14,Fraterculaarctica,,BBL,,,,,,,,,,,,,,,,,,
14,Fraterculaarctica,,Breton and Diamond 2014,,,,,,,,,,,,,,,,,,
15,Fraterculacirrhata,,Harrison 1983,,,,,,,,,,,,,,,,,,
15,Fraterculacirrhata,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
15,Fraterculacirrhata,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
15,Fraterculacirrhata,,Nettleship 1996,,,,,,,,,,,,,,,,,,
16,Fraterculacorniculata,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
16,Fraterculacorniculata,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
16,Fraterculacorniculata,,Nettleship 1996,,,,,,,,,,,,,,,,,,
17,Pinguinusimpennis,,Montevecchi and Kirk 1996,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,Manuwal and Thoresen 1993,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,Manuwal 1974,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,Sydeman et al 1996,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,Bertram D. et al pers. comm.,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,PSG Bull 29:2 2002,,,,,,,,,,,,,,,,,,
18,Ptychoramphusaleuticus,,BBL,,,,,,,,,,,,,,,,,,
19,Synthliboramphusantiquus,,Gaston et al 1988,,,,,,,,,,,,,,,,,,
19,Synthliboramphusantiquus,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
19,Synthliboramphusantiquus,,Gaston 1994,,,,,,,,,,,,,,,,,,
20,Synthliboramphuscraveri,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
20,Synthliboramphuscraveri,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
20,Synthliboramphuscraveri,,DeWeese and Anderson 1976,,,,,,,,,,,,,,,,,,
20,Synthliboramphuscraveri,,Nettleship 1996,,,,,,,,,,,,,,,,,,
21,Synthliboramphushypoleucus,,Harrison 1983,,,,,,,,,,,,,,,,,,
21,Synthliboramphushypoleucus,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
21,Synthliboramphushypoleucus,,Drost and Lewis 1995,,,,,,,,,,,,,,,,,,
22,Synthliboramphusscrippsi,,None,,,,,,,,,,,,,,,,,,
23,Synthliboramphuswumizusume,,Harrison 1983,,,,,,,,,,,,,,,,,,
23,Synthliboramphuswumizusume,,Nettleship 1996,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Southern et al 1965,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Harris and Wanless 1995,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Harris and Wanless 1996,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,BBL,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Bryant and Furness 1995,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Reynolds et al 2011,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Burger and Piatt 1990,,,,,,,,,,,,,,,,,,
24,Uriaaalge,,Lewis et al 2006,,,,,,,,,,,,,,,,,,
25,Urialomvia,,Gaston and Nettleship 1981,,,,,,,,,,,,,,,,,,
25,Urialomvia,,Ydenberg 1989,,,,,,,,,,,,,,,,,,
25,Urialomvia,,Gaston et al 1994,,,,,,,,,,,,,,,,,,
25,Urialomvia,,Gaston and Hipfner 2000,,,,,,,,,,,,,,,,,,
25,Urialomvia,,BBL,,,,,,,,,,,,,,,,,,
26,Anhingaanhinga,,None,,,,,,,,,,,,,,,,,,
27,Anhingamelanogaster,,None,,,,,,,,,,,,,,,,,,
28,Anhinganovaehollandiae,,None,,,,,,,,,,,,,,,,,,
29,Anhingarufa,,None,,,,,,,,,,,,,,,,,,
30,Agamiaagami,,None,,,,,,,,,,,,,,,,,,
31,Ardeaalba,,None,,,,,,,,,,,,,,,,,,
32,Ardeabrachyrhyncha,,None,,,,,,,,,,,,,,,,,,
33,Ardeacinerea,,None,,,,,,,,,,,,,,,,,,
34,Ardeacocoi,,None,,,,,,,,,,,,,,,,,,
35,Ardeagoliath,,None,,,,,,,,,,,,,,,,,,
36,Ardeaherodias,,None,,,,,,,,,,,,,,,,,,
37,Ardeahumbloti,,None,,,,,,,,,,,,,,,,,,
38,Ardeainsignis,,None,,,,,,,,,,,,,,,,,,
39,Ardeaintermedia,,None,,,,,,,,,,,,,,,,,,
40,Ardeamelanocephala,,None,,,,,,,,,,,,,,,,,,
41,Ardeapacifica,,None,,,,,,,,,,,,,,,,,,
42,Ardeaplumifera,,None,,,,,,,,,,,,,,,,,,
43,Ardeapurpurea,,None,,,,,,,,,,,,,,,,,,
44,Ardeasumatrana,,None,,,,,,,,,,,,,,,,,,
45,Ardeolabacchus,,None,,,,,,,,,,,,,,,,,,
46,Ardeolagrayii,,None,,,,,,,,,,,,,,,,,,
47,Ardeolaidae,,None,,,,,,,,,,,,,,,,,,
48,Ardeolaralloides,,None,,,,,,,,,,,,,,,,,,
49,Ardeolarufiventris,,None,,,,,,,,,,,,,,,,,,
50,Ardeolaspeciosa,,None,,,,,,,,,,,,,,,,,,
51,Botauruslentiginosus,,None,,,,,,,,,,,,,,,,,,
52,Botauruspinnatus,,None,,,,,,,,,,,,,,,,,,
53,Botauruspoiciloptilus,,None,,,,,,,,,,,,,,,,,,
54,Botaurusstellaris,,None,,,,,,,,,,,,,,,,,,
55,Bubulcusibis,,None,,,,,,,,,,,,,,,,,,
56,Butoridesstriata,,None,,,,,,,,,,,,,,,,,,
57,Calherodiusleuconotus,,None,,,,,,,,,,,,,,,,,,
58,Cochleariuscochlearius,,None,,,,,,,,,,,,,,,,,,
59,Egrettaardesiaca,,None,,,,,,,,,,,,,,,,,,
60,Egrettacaerulea,,None,,,,,,,,,,,,,,,,,,
61,Egrettaeulophotes,,None,,,,,,,,,,,,,,,,,,
62,Egrettagarzetta,,None,,,,,,,,,,,,,,,,,,
63,Egrettagularis,,None,,,,,,,,,,,,,,,,,,
64,Egrettanovaehollandiae,,None,,,,,,,,,,,,,,,,,,
65,Egrettapicata,,None,,,,,,,,,,,,,,,,,,
66,Egrettarufescens,,None,,,,,,,,,,,,,,,,,,
67,Egrettasacra,,None,,,,,,,,,,,,,,,,,,
68,Egrettathula,,None,,,,,,,,,,,,,,,,,,
69,Egrettatricolor,,None,,,,,,,,,,,,,,,,,,
70,Egrettavinaceigula,,None,,,,,,,,,,,,,,,,,,
71,Gorsachiusgoisagi,,None,,,,,,,,,,,,,,,,,,
72,Gorsachiusmagnificus,,None,,,,,,,,,,,,,,,,,,
73,Gorsachiusmelanolophus,,None,,,,,,,,,,,,,,,,,,
74,Ixobrychuscinnamomeus,,None,,,,,,,,,,,,,,,,,,
75,Ixobrychusdubius,,None,,,,,,,,,,,,,,,,,,
76,Ixobrychuseurhythmus,,None,,,,,,,,,,,,,,,,,,
77,Ixobrychusexilis,,None,,,,,,,,,,,,,,,,,,
78,Ixobrychusflavicollis,,None,,,,,,,,,,,,,,,,,,
79,Ixobrychusinvolucris,,None,,,,,,,,,,,,,,,,,,
80,Ixobrychusminutus,,None,,,,,,,,,,,,,,,,,,
81,Ixobrychusnovaezelandiae,,None,,,,,,,,,,,,,,,,,,
82,Ixobrychussinensis,,None,,,,,,,,,,,,,,,,,,
83,Ixobrychussturmii,,None,,,,,,,,,,,,,,,,,,
84,Nyctanassacarcinocatactes,,None,,,,,,,,,,,,,,,,,,
85,Nyctanassaviolacea,,None,,,,,,,,,,,,,,,,,,
86,Nycticoraxcaledonicus,,None,,,,,,,,,,,,,,,,,,
87,Nycticoraxduboisi,,None,,,,,,,,,,,,,,,,,,
88,Nycticoraxmauritianus,,None,,,,,,,,,,,,,,,,,,
89,Nycticoraxmegacephalus,,None,,,,,,,,,,,,,,,,,,
90,Nycticoraxnycticorax,,None,,,,,,,,,,,,,,,,,,
91,Pilherodiuspileatus,,None,,,,,,,,,,,,,,,,,,
92,Syrigmasibilatrix,,None,,,,,,,,,,,,,,,,,,
93,Tigriornisleucolopha,,None,,,,,,,,,,,,,,,,,,
94,Tigrisomafasciatum,,None,,,,,,,,,,,,,,,,,,
95,Tigrisomalineatum,,None,,,,,,,,,,,,,,,,,,
96,Tigrisomamexicanum,,None,,,,,,,,,,,,,,,,,,
97,Zebrilusundulatus,,None,,,,,,,,,,,,,,,,,,
98,Zonerodiusheliosylus,,None,,,,,,,,,,,,,,,,,,
99,Balaenicepsrex,,None,,,,,,,,,,,,,,,,,,
100,Burhinusbistriatus,,None,,,,,,,,,,,,,,,,,,
101,Burhinuscapensis,,None,,,,,,,,,,,,,,,,,,
102,Burhinusgrallarius,,None,,,,,,,,,,,,,,,,,,
103,Burhinusindicus,,None,,,,,,,,,,,,,,,,,,
104,Burhinusoedicnemus,,None,,,,,,,,,,,,,,,,,,
105,Burhinussenegalensis,,None,,,,,,,,,,,,,,,,,,
106,Burhinussuperciliaris,,None,,,,,,,,,,,,,,,,,,
107,Burhinusvermiculatus,,None,,,,,,,,,,,,,,,,,,
108,Esacusmagnirostris,,None,,,,,,,,,,,,,,,,,,
109,Esacusrecurvirostris,,None,,,,,,,,,,,,,,,,,,
110,Anarhynchusfrontalis,,None,,,,,,,,,,,,,,,,,,
111,Charadriusalexandrinus,,None,,,,,,,,,,,,,,,,,,
112,Charadriusalticola,,None,,,,,,,,,,,,,,,,,,
113,Charadriusaquilonius,,None,,,,,,,,,,,,,,,,,,
114,Charadriusasiaticus,,None,,,,,,,,,,,,,,,,,,
115,Charadriusbicinctus,,None,,,,,,,,,,,,,,,,,,
116,Charadriusbifrontatus,,None,,,,,,,,,,,,,,,,,,
117,Charadriuscollaris,,None,,,,,,,,,,,,,,,,,,
118,Charadriusdealbatus,,None,,,,,,,,,,,,,,,,,,
119,Charadriusdubius,,None,,,,,,,,,,,,,,,,,,
120,Charadriusfalklandicus,,None,,,,,,,,,,,,,,,,,,
121,Charadriusforbesi,,None,,,,,,,,,,,,,,,,,,
122,Charadriushiaticula,,None,,,,,,,,,,,,,,,,,,
123,Charadriusjavanicus,,None,,,,,,,,,,,,,,,,,,
124,Charadriusleschenaultii,,None,,,,,,,,,,,,,,,,,,
125,Charadriusmarginatus,,None,,,,,,,,,,,,,,,,,,
126,Charadriusmelodus,,None,,,,,,,,,,,,,,,,,,
127,Charadriusmodestus,,None,,,,,,,,,,,,,,,,,,
128,Charadriusmongolus,,None,,,,,,,,,,,,,,,,,,
129,Charadriusmontanus,,None,,,,,,,,,,,,,,,,,,
130,Charadriusnivosus,,None,,,,,,,,,,,,,,,,,,
131,Charadriusobscurus,,None,,,,,,,,,,,,,,,,,,
132,Charadriuspallidus,,None,,,,,,,,,,,,,,,,,,
133,Charadriuspecuarius,,None,,,,,,,,,,,,,,,,,,
134,Charadriusperonii,,None,,,,,,,,,,,,,,,,,,
135,Charadriusplacidus,,None,,,,,,,,,,,,,,,,,,
136,Charadriusruficapillus,,None,,,,,,,,,,,,,,,,,,
137,Charadriussanctaehelenae,,None,,,,,,,,,,,,,,,,,,
138,Charadriussemipalmatus,,None,,,,,,,,,,,,,,,,,,
139,Charadriusthoracicus,,None,,,,,,,,,,,,,,,,,,
140,Charadriustricollaris,,None,,,,,,,,,,,,,,,,,,
141,Charadriusveredus,,None,,,,,,,,,,,,,,,,,,
142,Charadriusvociferus,,None,,,,,,,,,,,,,,,,,,
143,Charadriuswilsonia,,None,,,,,,,,,,,,,,,,,,
144,Elseyornismelanops,,None,,,,,,,,,,,,,,,,,,
145,Erythrogonyscinctus,,None,,,,,,,,,,,,,,,,,,
146,Eudromiasmorinellus,,None,,,,,,,,,,,,,,,,,,
147,Hoploxypteruscayanus,,None,,,,,,,,,,,,,,,,,,
148,Oreopholusruficollis,,None,,,,,,,,,,,,,,,,,,
149,Peltohyasaustralis,,None,,,,,,,,,,,,,,,,,,
150,Phegornismitchellii,,None,,,,,,,,,,,,,,,,,,
151,Pluvialisapricaria,,None,,,,,,,,,,,,,,,,,,
152,Pluvialisdominica,,None,,,,,,,,,,,,,,,,,,
153,Pluvialisfulva,,None,,,,,,,,,,,,,,,,,,
154,Pluvialissquatarola,,None,,,,,,,,,,,,,,,,,,
155,Thinorniscucullatus,,None,,,,,,,,,,,,,,,,,,
156,Thinornisnovaeseelandiae,,None,,,,,,,,,,,,,,,,,,
157,Vanellusalbiceps,,None,,,,,,,,,,,,,,,,,,
158,Vanellusarmatus,,None,,,,,,,,,,,,,,,,,,
159,Vanelluschilensis,,None,,,,,,,,,,,,,,,,,,
160,Vanelluscinereus,,None,,,,,,,,,,,,,,,,,,
161,Vanelluscoronatus,,None,,,,,,,,,,,,,,,,,,
162,Vanelluscrassirostris,,None,,,,,,,,,,,,,,,,,,
163,Vanellusduvaucelii,,None,,,,,,,,,,,,,,,,,,
164,Vanellusgregarius,,None,,,,,,,,,,,,,,,,,,
165,Vanellusindicus,,None,,,,,,,,,,,,,,,,,,
166,Vanellusleucurus,,None,,,,,,,,,,,,,,,,,,
167,Vanelluslugubris,,None,,,,,,,,,,,,,,,,,,
168,Vanellusmacropterus,,None,,,,,,,,,,,,,,,,,,
169,Vanellusmalarbaricus,,None,,,,,,,,,,,,,,,,,,
170,Vanellusmelanocephalus,,None,,,,,,,,,,,,,,,,,,
171,Vanellusmelanopterus,,None,,,,,,,,,,,,,,,,,,
172,Vanellusmiles,,None,,,,,,,,,,,,,,,,,,
173,Vanellusnovaehollandiae,,None,,,,,,,,,,,,,,,,,,
174,Vanellusresplendens,,None,,,,,,,,,,,,,,,,,,
175,Vanellussenegallus,,None,,,,,,,,,,,,,,,,,,
176,Vanellusspinosus,,None,,,,,,,,,,,,,,,,,,
177,Vanellussuperciliosus,,None,,,,,,,,,,,,,,,,,,
178,Vanellustectus,,None,,,,,,,,,,,,,,,,,,
179,Vanellustricolor,,None,,,,,,,,,,,,,,,,,,
180,Vanellusvanellus,,None,,,,,,,,,,,,,,,,,,
181,Chionisalbus,,None,,,,,,,,,,,,,,,,,,
182,Chionisminor,,None,,,,,,,,,,,,,,,,,,
183,Diomedeaamsterdamensis,,Harrison 1983,,,,,,,,,,,,,,,,,,
183,Diomedeaamsterdamensis,,Carboneras 1992,,,,,,,,,,,,,,,,,,
184,Diomedeaantipodensis,,Harrison 1983,,,,,,,,,,,,,,,,,,
185,Diomedeadabbenena,,Harrison 1983,,,,,,,,,,,,,,,,,,
186,Diomedeaepomophora,,Tickell 1968,,,,,,,,,,,,,,,,,,
186,Diomedeaepomophora,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
186,Diomedeaepomophora,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
187,Diomedeaexulans,,Tickell 1968,,,,,,,,,,,,,,,,,,
187,Diomedeaexulans,,Croxall and Prince 1983,,,,,,,,,,,,,,,,,,
187,Diomedeaexulans,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
187,Diomedeaexulans,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
187,Diomedeaexulans,,Shaffer et al 2001,,,,,,,,,,,,,,,,,,
187,Diomedeaexulans,,BBL,,,,,,,,,,,,,,,,,,
188,Diomedeasanfordi,,Harrison 1983,,,,,,,,,,,,,,,,,,
188,Diomedeasanfordi,,Warham 1990,,,,,,,,,,,,,,,,,,
189,Phoebastriaalbatrus,,Carboneras 1992,,,,,,,,,,,,,,,,,,
190,Phoebastriaimmutabilis,,Fisher 1975,,,,,,,,,,,,,,,,,,
190,Phoebastriaimmutabilis,,Whittow 1993b,,,,,,,,,,,,,,,,,,
190,Phoebastriaimmutabilis,,BBL,,,,,,,,,,,,,,,,,,
191,Phoebastriairrorata,,Harris 1973,,,,,,,,,,,,,,,,,,
191,Phoebastriairrorata,,Carboneras 1992,,,,,,,,,,,,,,,,,,
192,Phoebastrianigripes,,Whittow 1993a,,,,,,,,,,,,,,,,,,
192,Phoebastrianigripes,,Robbins C,,,,,,,,,,,,,,,,,,
192,Phoebastrianigripes,,Viggiano A.  and Marzluff J.M.  pers. comm.,,,,,,,,,,,,,,,,,,
192,Phoebastrianigripes,,BBL,,,,,,,,,,,,,,,,,,
193,Phoebetriafusca,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
193,Phoebetriafusca,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
193,Phoebetriafusca,,Warham 1990,,,,,,,,,,,,,,,,,,
194,Phoebetriapalpebrata,,Croxall and Gaston 1988,,,,,,,,,,,,,,,,,,
194,Phoebetriapalpebrata,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
194,Phoebetriapalpebrata,,Warham 1990,,,,,,,,,,,,,,,,,,
195,Thalassarchebulleri,,Marchant and Higgins 1990,,,,,,,,,,,,,,,,,,
195,Thalassarchebulleri,,Carboneras 1992,,,,,,,,,,,,,,,,,,
195,Thalassarchebulleri,,Sagar and Warham 1993,,,,,,,,,,,,,,,,,,
195,Thalassarchebulleri,,Sagar and Warham 1997,,,,,,,,,,,,,,,,,,
196,Thalassarchecarteri,,Carboneras 1992,,,,,,,,,,,,,,,,,,
