nlid,species_id,nest_location_id,nest_location,cite_id,username,dt
576,Pterodroma arminjoniana,2,Sl,citation311,grant,7/17/2016
577,Pterodroma atrata,1,unknown,citation311,grant,7/17/2016
578,Pterodroma axillaris,1,Sl,citation311,grant,7/17/2016
579,Pterodroma baraui,1,Bu,citation311,grant,7/17/2016
580,Pterodroma brevipes,1,Sl,citation311,grant,7/17/2016
581,Pterodroma brevipes,2,Cr,citation311,grant,7/17/2016
582,Pterodroma brevipes,3,Un,citation311,grant,7/17/2016
583,Pterodroma cahow,1,Bu,citation311,grant,7/17/2016
584,Pterodroma cahow,2,Cr,citation311,grant,7/17/2016
585,Pterodroma caribbaea,1,Bu,citation311,grant,7/17/2016
586,Pterodroma caribbaea,2,Cr,citation311,grant,7/17/2016
587,Pterodroma cervicalis,1,Bu,citation311,grant,7/17/2016
588,Pterodroma cookii,1,Bu,citation311,grant,7/17/2016
589,Pterodroma defilippiana,1,unknown,citation311,grant,7/17/2016
590,Pterodroma deserta,1,unknown,citation311,grant,7/17/2016
591,Pterodroma externa,1,Bu,citation311,grant,7/17/2016
592,Pterodroma feae,1,Bu,citation311,grant,7/17/2016
593,Pterodroma gouldi,1,unknown,citation311,grant,7/17/2016
594,Pterodroma hasitata,1,unknown,citation311,grant,7/17/2016
595,Pterodroma heraldica,1,Bu,citation311,grant,7/17/2016
596,Pterodroma heraldica,2,Sl,citation311,grant,7/17/2016
597,Pterodroma hypoleuca,1,Bu,citation311,grant,7/17/2016
598,Pterodroma incerta,1,unknown,citation311,grant,7/17/2016
599,Pterodroma inexpectata,1,Bu,citation311,grant,7/17/2016
600,Pterodroma inexpectata,2,Sl,citation311,grant,7/17/2016
601,Pterodroma lessonii,1,Bu,citation311,grant,7/17/2016
602,Pterodroma leucoptera,1,Cr,citation311,grant,7/17/2016
603,Pterodroma longirostris,1,unknown,citation311,grant,7/17/2016
604,Pterodroma macroptera,1,Bu,citation311,grant,7/17/2016
605,Pterodroma macroptera,2,Cr,citation311,grant,7/17/2016
606,Pterodroma macroptera,3,Un,citation311,grant,7/17/2016
607,Pterodroma madeira,1,unknown,citation311,grant,7/17/2016
608,Pterodroma magentae,1,Bu,citation311,grant,7/17/2016
609,Pterodroma magentae,2,Un,citation311,grant,7/17/2016
610,Pterodroma mollis,1,Bu,citation311,grant,7/17/2016
611,Pterodroma neglecta,1,O,citation311,grant,7/17/2016
612,Pterodroma nigripennis,1,Bu,citation311,grant,7/17/2016
613,Pterodroma phaeopygia,1,Bu,citation311,grant,7/17/2016
614,Pterodroma phaeopygia,2,Cr,citation311,grant,7/17/2016
615,Pterodroma pycrofti,1,Bu,citation311,grant,7/17/2016
616,Pterodroma rupinarum,1,unknown,citation311,grant,7/17/2016
617,Pterodroma sandwichensis,1,Bu,citation311,grant,7/17/2016
618,Pterodroma sandwichensis,2,Cr,citation311,grant,7/17/2016
619,Pterodroma solandri,1,Bu,citation311,grant,7/17/2016
620,Pterodroma ultima,1,unknown,citation311,grant,7/17/2016
621,Puffinus assimilis,1,Bu,citation311,grant,7/17/2016
622,Puffinus assimilis,2,Sl,citation311,grant,7/17/2016
623,Puffinus auricularis,1,Bu,citation311,grant,7/17/2016
624,Puffinus auricularis,2,Cr,citation311,grant,7/17/2016
625,Puffinus bailloni,1,unknown,citation311,grant,7/17/2016
626,Puffinus bannermani,1,unknown,citation311,grant,7/17/2016
627,Puffinus bryani,1,unknown,citation311,grant,7/17/2016
628,Puffinus elegans,1,unknown,citation311,grant,7/17/2016
629,Puffinus gavia,1,Bu,citation311,grant,7/17/2016
630,Puffinus heinrothi,1,unknown,citation311,grant,7/17/2016
631,Puffinus huttoni,1,Sl,citation311,grant,7/17/2016
632,Puffinus huttoni,2,Bu,citation311,grant,7/17/2016
633,Puffinus lherminieri,1,unknown,citation311,grant,7/17/2016
634,Puffinus mauretanicus,1,Cr,citation311,grant,7/17/2016
635,Puffinus mauretanicus,2,Un,citation311,grant,7/17/2016
636,Puffinus nativitatis,1,Cr,citation311,grant,7/17/2016
637,Puffinus nativitatis,2,Un,citation311,grant,7/17/2016
638,Puffinus newelli,1,Bu,citation311,grant,7/17/2016
639,Puffinus newelli,2,Cr,citation311,grant,7/17/2016
640,Puffinus opisthomelas,1,Bu,citation311,grant,7/17/2016
641,Puffinus persicus,1,unknown,citation311,grant,7/17/2016
642,Puffinus puffinus,1,Bu,citation311,grant,7/17/2016
643,Puffinus subalaris,1,unknown,citation311,grant,7/17/2016
644,Puffinus yelkouan,1,Cr,citation311,grant,7/17/2016
645,Puffinus yelkouan,2,Un,citation311,grant,7/17/2016
646,Thalassoica antarctica,1,Cr,citation311,grant,7/17/2016
647,Thalassoica antarctica,2,Sl,citation311,grant,7/17/2016
648,Cladorhynchus leucocephalus,1,unknown,citation311,grant,7/17/2016
649,Himantopus himantopus,1,unknown,citation311,grant,7/17/2016
650,Himantopus novaezelandiae,1,unknown,citation311,grant,7/17/2016
651,Recurvirostra americana,1,unknown,citation311,grant,7/17/2016
652,Recurvirostra andina,1,unknown,citation311,grant,7/17/2016
653,Recurvirostra avosetta,1,unknown,citation311,grant,7/17/2016
654,Recurvirostra novaehollandiae,1,unknown,citation311,grant,7/17/2016
655,Nycticryphes semicollaris,1,unknown,citation311,grant,7/17/2016
656,Rostratula australis,1,unknown,citation311,grant,7/17/2016
657,Rostratula benghalensis,1,unknown,citation311,grant,7/17/2016
658,Actitis hypoleucos,1,unknown,citation311,grant,7/17/2016
659,Actitis macularius,1,unknown,citation311,grant,7/17/2016
660,Arenaria interpres,1,unknown,citation311,grant,7/17/2016
661,Arenaria melanocephala,1,unknown,citation311,grant,7/17/2016
662,Bartramia longicauda,1,unknown,citation311,grant,7/17/2016
663,Calidris acuminata,1,unknown,citation311,grant,7/17/2016
664,Calidris alba,1,unknown,citation311,grant,7/17/2016
665,Calidris alpina,1,unknown,citation311,grant,7/17/2016
666,Calidris bairdii,1,unknown,citation311,grant,7/17/2016
667,Calidris canutus,1,unknown,citation311,grant,7/17/2016
668,Calidris falcinellus,1,unknown,citation311,grant,7/17/2016
669,Calidris ferruginea,1,unknown,citation311,grant,7/17/2016
670,Calidris fuscicollis,1,unknown,citation311,grant,7/17/2016
671,Calidris himantopus,1,unknown,citation311,grant,7/17/2016
672,Calidris maritima,1,unknown,citation311,grant,7/17/2016
673,Calidris mauri,1,unknown,citation311,grant,7/17/2016
674,Calidris melanotos,1,unknown,citation311,grant,7/17/2016
675,Calidris minuta,1,unknown,citation311,grant,7/17/2016
676,Calidris minutilla,1,unknown,citation311,grant,7/17/2016
677,Calidris ptilocnemis,1,unknown,citation311,grant,7/17/2016
678,Calidris pugnax,1,unknown,citation311,grant,7/17/2016
679,Calidris pusilla,1,unknown,citation311,grant,7/17/2016
680,Calidris pygmaea,1,unknown,citation311,grant,7/17/2016
681,Calidris ruficollis,1,unknown,citation311,grant,7/17/2016
682,Calidris subminuta,1,unknown,citation311,grant,7/17/2016
683,Calidris subruficollis,1,unknown,citation311,grant,7/17/2016
684,Calidris temminckii,1,unknown,citation311,grant,7/17/2016
685,Calidris tenuirostris,1,unknown,citation311,grant,7/17/2016
686,Calidris virgata,1,unknown,citation311,grant,7/17/2016
687,Coenocorypha aucklandica,1,unknown,citation311,grant,7/17/2016
688,Coenocorypha barrierensis,1,unknown,citation311,grant,7/17/2016
689,Coenocorypha huegeli,1,unknown,citation311,grant,7/17/2016
690,Coenocorypha iredalei,1,unknown,citation311,grant,7/17/2016
691,Coenocorypha pusilla,1,unknown,citation311,grant,7/17/2016
692,Gallinago andina,1,unknown,citation311,grant,7/17/2016
693,Gallinago delicata,1,unknown,citation311,grant,7/17/2016
694,Gallinago gallinago,1,unknown,citation311,grant,7/17/2016
695,Gallinago hardwickii,1,unknown,citation311,grant,7/17/2016
696,Gallinago imperialis,1,unknown,citation311,grant,7/17/2016
697,Gallinago jamesoni,1,unknown,citation311,grant,7/17/2016
698,Gallinago macrodactyla,1,unknown,citation311,grant,7/17/2016
699,Gallinago media,1,unknown,citation311,grant,7/17/2016
700,Gallinago megala,1,unknown,citation311,grant,7/17/2016
701,Gallinago nemoricola,1,unknown,citation311,grant,7/17/2016
702,Gallinago nigripennis,1,unknown,citation311,grant,7/17/2016
703,Gallinago nobilis,1,unknown,citation311,grant,7/17/2016
704,Gallinago paraguaiae,1,unknown,citation311,grant,7/17/2016
705,Gallinago solitaria,1,unknown,citation311,grant,7/17/2016
706,Gallinago stenura,1,unknown,citation311,grant,7/17/2016
707,Gallinago stricklandii,1,unknown,citation311,grant,7/17/2016
708,Gallinago undulata,1,unknown,citation311,grant,7/17/2016
709,Limnodromus griseus,1,unknown,citation311,grant,7/17/2016
710,Limnodromus scolopaceus,1,unknown,citation311,grant,7/17/2016
711,Limnodromus semipalmatus,1,unknown,citation311,grant,7/17/2016
712,Limosa fedoa,1,unknown,citation311,grant,7/17/2016
713,Limosa haemastica,1,unknown,citation311,grant,7/17/2016
714,Limosa lapponica,1,unknown,citation311,grant,7/17/2016
715,Limosa limosa,1,unknown,citation311,grant,7/17/2016
716,Lymnocryptes minimus,1,unknown,citation311,grant,7/17/2016
717,Numenius americanus,1,unknown,citation311,grant,7/17/2016
718,Numenius arquata,1,unknown,citation311,grant,7/17/2016
719,Numenius borealis,1,unknown,citation311,grant,7/17/2016
720,Numenius madagascariensis,1,unknown,citation311,grant,7/17/2016
721,Numenius minutus,1,unknown,citation311,grant,7/17/2016
722,Numenius phaeopus,1,unknown,citation311,grant,7/17/2016
723,Numenius tahitiensis,1,unknown,citation311,grant,7/17/2016
724,Numenius tenuirostris,1,unknown,citation311,grant,7/17/2016
725,Phalaropus fulicarius,1,unknown,citation311,grant,7/17/2016
726,Phalaropus lobatus,1,unknown,citation311,grant,7/17/2016
727,Prosobonia cancellata,1,unknown,citation311,grant,7/17/2016
728,Prosobonia ellisi,1,unknown,citation311,grant,7/17/2016
729,Prosobonia leucoptera,1,unknown,citation311,grant,7/17/2016
730,Prosobonia parvirostris,1,unknown,citation311,grant,7/17/2016
731,Scolopax bukidnonensis,1,unknown,citation311,grant,7/17/2016
732,Scolopax celebensis,1,unknown,citation311,grant,7/17/2016
733,Scolopax minor,1,unknown,citation311,grant,7/17/2016
734,Scolopax mira,1,unknown,citation311,grant,7/17/2016
735,Scolopax rochussenii,1,unknown,citation311,grant,7/17/2016
736,Scolopax rosenbergii,1,unknown,citation311,grant,7/17/2016
737,Scolopax rusticola,1,unknown,citation311,grant,7/17/2016
738,Scolopax saturata,1,unknown,citation311,grant,7/17/2016
739,Steganopus tricolor,1,unknown,citation311,grant,7/17/2016
740,Tringa brevipes,1,unknown,citation311,grant,7/17/2016
741,Tringa erythropus,1,unknown,citation311,grant,7/17/2016
742,Tringa flavipes,1,unknown,citation311,grant,7/17/2016
743,Tringa glareola,1,unknown,citation311,grant,7/17/2016
744,Tringa guttifer,1,unknown,citation311,grant,7/17/2016
745,Tringa incana,1,unknown,citation311,grant,7/17/2016
746,Tringa melanoleuca,1,unknown,citation311,grant,7/17/2016
747,Tringa nebularia,1,unknown,citation311,grant,7/17/2016
748,Tringa ochropus,1,unknown,citation311,grant,7/17/2016
749,Tringa semipalmata,1,unknown,citation311,grant,7/17/2016
750,Tringa solitaria,1,unknown,citation311,grant,7/17/2016
751,Tringa stagnatilis,1,unknown,citation311,grant,7/17/2016
752,Tringa totanus,1,unknown,citation311,grant,7/17/2016
753,Xenus cinereus,1,unknown,citation311,grant,7/17/2016
754,Scopus umbretta,1,unknown,citation311,grant,7/17/2016
755,Aptenodytes forsteri,1,unknown,citation311,grant,7/17/2016
756,Aptenodytes patagonicus,1,unknown,citation311,grant,7/17/2016
757,Eudyptes chrysocome,1,O,citation311,grant,7/17/2016
758,Eudyptes chrysocome,2,Cr,citation311,grant,7/17/2016
759,Eudyptes chrysolophus,1,Sl,citation311,grant,7/17/2016
760,Eudyptes chrysolophus,2,O,citation311,grant,7/17/2016
761,Eudyptes moseleyi,1,unknown,citation311,grant,7/17/2016
762,Eudyptes pachyrhynchus,1,O,citation311,grant,7/17/2016
763,Eudyptes pachyrhynchus,2,Cr,citation311,grant,7/17/2016
764,Eudyptes robustus,1,O,citation311,grant,7/17/2016
765,Eudyptes robustus,2,Cl,citation311,grant,7/17/2016
766,Eudyptes schlegeli,1,O,citation311,grant,7/17/2016
767,Eudyptes schlegeli,2,Sl,citation311,grant,7/17/2016
768,Eudyptes sclateri,1,unknown,citation311,grant,7/17/2016
769,Eudyptula minor,1,Bu,citation311,grant,7/17/2016
770,Megadyptes antipodes,1,O,citation311,grant,7/17/2016
771,Pygoscelis adeliae,1,O,citation311,grant,7/17/2016
772,Pygoscelis antarcticus,1,O,citation311,grant,7/17/2016
773,Pygoscelis antarcticus,2,Sl,citation311,grant,7/17/2016
774,Pygoscelis papua,1,O,citation311,grant,7/17/2016
775,Spheniscus demersus,1,Bu,citation311,grant,7/17/2016
776,Spheniscus humboldti,1,Cr,citation311,grant,7/17/2016
777,Spheniscus magellanicus,1,Bu,citation311,grant,7/17/2016
778,Spheniscus mendiculus,1,Bu,citation311,grant,7/17/2016
779,Catharacta antarctica,1,O,citation311,grant,7/17/2016
780,Catharacta chilensis,1,O,citation311,grant,7/17/2016
781,Catharacta maccormicki,1,O,citation311,grant,7/17/2016
782,Catharacta skua,1,O,citation311,grant,7/17/2016
783,Stercorarius longicaudus,1,O,citation311,grant,7/17/2016
784,Stercorarius parasiticus,1,O,citation311,grant,7/17/2016
785,Stercorarius pomarinus,1,O,citation311,grant,7/17/2016
786,Morus bassanus,1,Cl,citation311,grant,7/17/2016
787,Morus bassanus,2,O,citation311,grant,7/17/2016
788,Morus capensis,1,O,citation311,grant,7/17/2016
789,Morus serrator,1,O,citation311,grant,7/17/2016
790,Morus serrator,2,Cl,citation311,grant,7/17/2016
791,Papasula abbotti,1,T,citation311,grant,7/17/2016
792,Sula dactylatra,1,Cl,citation311,grant,7/17/2016
793,Sula dactylatra,2,O,citation311,grant,7/17/2016
794,Sula granti,1,O,citation311,grant,7/17/2016
795,Sula leucogaster,1,O,citation311,grant,7/17/2016
796,Sula leucogaster,2,Cl,citation311,grant,7/17/2016
797,Sula nebouxii,1,Cl,citation311,grant,7/17/2016
798,Sula nebouxii,2,O,citation311,grant,7/17/2016
799,Sula sula,1,T,citation311,grant,7/17/2016
800,Sula variegata,1,Cl,citation311,grant,7/17/2016
801,Sula variegata,2,O,citation311,grant,7/17/2016
802,Attagis gayi,1,unknown,citation311,grant,7/17/2016
803,Attagis malouinus,1,unknown,citation311,grant,7/17/2016
804,Thinocorus orbignyianus,1,unknown,citation311,grant,7/17/2016
805,Thinocorus rumicivorus,1,unknown,citation311,grant,7/17/2016
806,Bostrychia bocagei,1,unknown,citation311,grant,7/17/2016
807,Bostrychia carunculata,1,unknown,citation311,grant,7/17/2016
808,Bostrychia hagedash,1,unknown,citation311,grant,7/17/2016
809,Bostrychia olivacea,1,unknown,citation311,grant,7/17/2016
810,Bostrychia rara,1,unknown,citation311,grant,7/17/2016
811,Cercibis oxycerca,1,unknown,citation311,grant,7/17/2016
812,Eudocimus albus,1,unknown,citation311,grant,7/17/2016
813,Eudocimus ruber,1,unknown,citation311,grant,7/17/2016
814,Geronticus calvus,1,unknown,citation311,grant,7/17/2016
815,Geronticus eremita,1,unknown,citation311,grant,7/17/2016
816,Lophotibis cristata,1,unknown,citation311,grant,7/17/2016
817,Mesembrinibis cayennensis,1,unknown,citation311,grant,7/17/2016
818,Nipponia nippon,1,unknown,citation311,grant,7/17/2016
819,Phimosus infuscatus,1,unknown,citation311,grant,7/17/2016
820,Platalea ajaja,1,unknown,citation311,grant,7/17/2016
821,Platalea alba,1,unknown,citation311,grant,7/17/2016
822,Platalea flavipes,1,unknown,citation311,grant,7/17/2016
823,Platalea leucorodia,1,unknown,citation311,grant,7/17/2016
824,Platalea minor,1,unknown,citation311,grant,7/17/2016
825,Platalea regia,1,unknown,citation311,grant,7/17/2016
826,Plegadis chihi,1,unknown,citation311,grant,7/17/2016
827,Plegadis falcinellus,1,unknown,citation311,grant,7/17/2016
828,Plegadis ridgwayi,1,unknown,citation311,grant,7/17/2016
829,Pseudibis davisoni,1,unknown,citation311,grant,7/17/2016
830,Pseudibis papillosa,1,unknown,citation311,grant,7/17/2016
831,Thaumatibis gigantea,1,unknown,citation311,grant,7/17/2016
832,Theristicus branickii,1,unknown,citation311,grant,7/17/2016
833,Theristicus caerulescens,1,unknown,citation311,grant,7/17/2016
834,Theristicus caudatus,1,unknown,citation311,grant,7/17/2016
835,Theristicus melanopis,1,unknown,citation311,grant,7/17/2016
836,Threskiornis aethiopicus,1,unknown,citation311,grant,7/17/2016
837,Threskiornis bernieri,1,unknown,citation311,grant,7/17/2016
838,Threskiornis melanocephalus,1,unknown,citation311,grant,7/17/2016
839,Threskiornis moluccus,1,unknown,citation311,grant,7/17/2016
840,Threskiornis solitarius,1,unknown,citation311,grant,7/17/2016
841,Threskiornis spinicollis,1,unknown,citation311,grant,7/17/2016
842,Ortyxelos meiffrenii,1,unknown,citation311,grant,7/17/2016
843,Turnix castanotus,1,unknown,citation311,grant,7/17/2016
844,Turnix everetti,1,unknown,citation311,grant,7/17/2016
845,Turnix hottentottus,1,unknown,citation311,grant,7/17/2016
846,Turnix maculosus,1,unknown,citation311,grant,7/17/2016
847,Turnix melanogaster,1,unknown,citation311,grant,7/17/2016
848,Turnix nanus,1,unknown,citation311,grant,7/17/2016
849,Turnix nigricollis,1,unknown,citation311,grant,7/17/2016
850,Turnix novaecaledoniae,1,unknown,citation311,grant,7/17/2016
851,Turnix ocellatus,1,unknown,citation311,grant,7/17/2016
852,Turnix olivii,1,unknown,citation311,grant,7/17/2016
853,Turnix pyrrhothorax,1,unknown,citation311,grant,7/17/2016
854,Turnix suscitator,1,unknown,citation311,grant,7/17/2016
855,Turnix sylvaticus,1,unknown,citation311,grant,7/17/2016
856,Turnix tanki,1,unknown,citation311,grant,7/17/2016
857,Turnix varius,1,unknown,citation311,grant,7/17/2016
858,Turnix velox,1,unknown,citation311,grant,7/17/2016
859,Turnix worcesteri,1,unknown,citation311,grant,7/17/2016
