ord,fam,genus,species,subspecies,species_id,species_id_html,synonyms
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,epomophora,,Diomedea epomophora,Diomedeaepomophora,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,exulans,,Diomedea exulans,Diomedeaexulans,
PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,sanfordi,,Diomedea sanfordi,Diomedeasanfordi,
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,albatrus,,Phoebastria albatrus,Phoebastriaalbatrus,Diomedea albatrus albatrus
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,immutabilis,,Phoebastria immutabilis,Phoebastriaimmutabilis,Diomedea immutabilis immutabilis
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,irrorata,,Phoebastria irrorata,Phoebastriairrorata,Diomedea irrorata irrorata
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,nigripes,,Phoebastria nigripes,Phoebastrianigripes,Diomedea nigripes nigripes
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,fusca,,Phoebetria fusca,Phoebetriafusca,
PROCELLARIIFORMES,DIOMEDEIDAE,Phoebetria,palpebrata,,Phoebetria palpebrata,Phoebetriapalpebrata,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,bulleri,,Thalassarche bulleri,Thalassarchebulleri,Diomedea bulleri bulleri
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,carteri,,Thalassarche carteri,Thalassarchecarteri,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,cauta,,Thalassarche cauta,Thalassarchecauta,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chlororhynchos,,Thalassarche chlororhynchos,Thalassarchechlororhynchos,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,chrysostoma,,Thalassarche chrysostoma,Thalassarchechrysostoma,Diomedea chrysostoma chrysostoma
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,eremita,,Thalassarche eremita,Thalassarcheeremita,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,impavida,,Thalassarche impavida,Thalassarcheimpavida,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,melanophris,,Thalassarche melanophris,Thalassarchemelanophris,Thalassarche melanophris melanophris
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,salvini,,Thalassarche salvini,Thalassarchesalvini,
PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,steadi,,Thalassarche steadi,Thalassarchesteadi,
CHARADRIIFORMES,DROMADIDAE,Dromas,ardeola,,Dromas ardeola,Dromasardeola,
SULIFORMES,FREGATIDAE,Fregata,andrewsi,,Fregata andrewsi,Fregataandrewsi,
SULIFORMES,FREGATIDAE,Fregata,aquila,,Fregata aquila,Fregataaquila,
SULIFORMES,FREGATIDAE,Fregata,ariel,,Fregata ariel,Fregataariel,
SULIFORMES,FREGATIDAE,Fregata,magnificens,,Fregata magnificens,Fregatamagnificens,
SULIFORMES,FREGATIDAE,Fregata,minor,,Fregata minor,Fregataminor,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,coromandelicus,,Cursorius coromandelicus,Cursoriuscoromandelicus,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,cursor,,Cursorius cursor,Cursoriuscursor,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,rufus,,Cursorius rufus,Cursoriusrufus,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,somalensis,,Cursorius somalensis,Cursoriussomalensis,
CHARADRIIFORMES,GLAREOLIDAE,Cursorius,temminckii,,Cursorius temminckii,Cursoriustemminckii,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,cinerea,,Glareola cinerea,Glareolacinerea,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,lactea,,Glareola lactea,Glareolalactea,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,maldivarum,,Glareola maldivarum,Glareolamaldivarum,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,nordmanni,,Glareola nordmanni,Glareolanordmanni,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,nuchalis,,Glareola nuchalis,Glareolanuchalis,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,ocularis,,Glareola ocularis,Glareolaocularis,
CHARADRIIFORMES,GLAREOLIDAE,Glareola,pratincola,,Glareola pratincola,Glareolapratincola,
CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,bitorquatus,,Rhinoptilus bitorquatus,Rhinoptilusbitorquatus,Cursorius bitorquatus bitorquatus
CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,chalcopterus,,Rhinoptilus chalcopterus,Rhinoptiluschalcopterus,
CHARADRIIFORMES,GLAREOLIDAE,Rhinoptilus,cinctus,,Rhinoptilus cinctus,Rhinoptiluscinctus,
CHARADRIIFORMES,GLAREOLIDAE,Smutsornis,africanus,,Smutsornis africanus,Smutsornisafricanus,Rhinoptilus africanus
CHARADRIIFORMES,GLAREOLIDAE,Stiltia,isabella,,Stiltia isabella,Stiltiaisabella,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,ater,,Haematopus ater,Haematopusater,Haematopus bachmani
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,chathamensis,,Haematopus chathamensis,Haematopuschathamensis,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,fuliginosus,,Haematopus fuliginosus,Haematopusfuliginosus,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,leucopodus,,Haematopus leucopodus,Haematopusleucopodus,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,longirostris,,Haematopus longirostris,Haematopuslongirostris,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,meadewaldoi,,Haematopus meadewaldoi,Haematopusmeadewaldoi,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,moquini,,Haematopus moquini,Haematopusmoquini,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,ostralegus,,Haematopus ostralegus,Haematopusostralegus,Haematopus finschi
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,palliatus,,Haematopus palliatus,Haematopuspalliatus,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus,unicolor,,Haematopus unicolor,Haematopusunicolor,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,castro,,Hydrobates castro,Hydrobatescastro,Oceanodroma castro
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,furcatus,,Hydrobates furcatus,Hydrobatesfurcatus,Oceanodroma furcata
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,homochroa,,Hydrobates homochroa,Hydrobateshomochroa,Oceanodroma homochroa
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,hornbyi,,Hydrobates hornbyi,Hydrobateshornbyi,Oceanodroma hornbyi
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,leucorhous,,Hydrobates leucorhous,Hydrobatesleucorhous,Hydrobates leucorhoa leucorhoa|Oceanodroma leucorhoa
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,macrodactylus,,Hydrobates macrodactylus,Hydrobatesmacrodactylus,Oceanodroma macrodactyla
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,markhami,,Hydrobates markhami,Hydrobatesmarkhami,Oceanodroma markhami
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,matsudairae,,Hydrobates matsudairae,Hydrobatesmatsudairae,Hydrobates matsudairae matsudairae|Oceanodroma matsudairae
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,melania,,Hydrobates melania,Hydrobatesmelania,Oceanodroma melania
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,microsoma,,Hydrobates microsoma,Hydrobatesmicrosoma,Halocyptena microsoma
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monorhis,,Hydrobates monorhis,Hydrobatesmonorhis,Hydrobates monorhis monorhis|Oceanodroma monorhis
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monteiroi,,Hydrobates monteiroi,Hydrobatesmonteiroi,Oceanodroma monteiroi
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,pelagicus,,Hydrobates pelagicus,Hydrobatespelagicus,
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tethys,,Hydrobates tethys,Hydrobatestethys,Oceanodroma tethys
PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,tristrami,,Hydrobates tristrami,Hydrobatestristrami,Hydrobates tristrami tristrami|Oceanodroma tristrami
CHARADRIIFORMES,IBIDORHYNCHIDAE,Ibidorhyncha,struthersii,,Ibidorhyncha struthersii,Ibidorhynchastruthersii,
CHARADRIIFORMES,JACANIDAE,Actophilornis,africanus,,Actophilornis africanus,Actophilornisafricanus,
CHARADRIIFORMES,JACANIDAE,Actophilornis,albinucha,,Actophilornis albinucha,Actophilornisalbinucha,
CHARADRIIFORMES,JACANIDAE,Hydrophasianus,chirurgus,,Hydrophasianus chirurgus,Hydrophasianuschirurgus,
CHARADRIIFORMES,JACANIDAE,Irediparra,gallinacea,,Irediparra gallinacea,Irediparragallinacea,
CHARADRIIFORMES,JACANIDAE,Jacana,jacana,,Jacana jacana,Jacanajacana,
CHARADRIIFORMES,JACANIDAE,Jacana,spinosa,,Jacana spinosa,Jacanaspinosa,
CHARADRIIFORMES,JACANIDAE,Metopidius,indicus,,Metopidius indicus,Metopidiusindicus,
CHARADRIIFORMES,JACANIDAE,Microparra,capensis,,Microparra capensis,Microparracapensis,
CHARADRIIFORMES,LARIDAE,Anous,minutus,,Anous minutus,Anousminutus,
CHARADRIIFORMES,LARIDAE,Anous,stolidus,,Anous stolidus,Anousstolidus,
CHARADRIIFORMES,LARIDAE,Anous,tenuirostris,,Anous tenuirostris,Anoustenuirostris,
CHARADRIIFORMES,LARIDAE,Chlidonias,albostriatus,,Chlidonias albostriatus,Chlidoniasalbostriatus,Sterna albostriata
CHARADRIIFORMES,LARIDAE,Chlidonias,hybrida,,Chlidonias hybrida,Chlidoniashybrida,Chlidonias hybridus hybridus
CHARADRIIFORMES,LARIDAE,Chlidonias,leucopterus,,Chlidonias leucopterus,Chlidoniasleucopterus,
CHARADRIIFORMES,LARIDAE,Chlidonias,niger,,Chlidonias niger,Chlidoniasniger,
CHARADRIIFORMES,LARIDAE,Creagrus,furcatus,,Creagrus furcatus,Creagrusfurcatus,
CHARADRIIFORMES,LARIDAE,Gelochelidon,macrotarsa,,Gelochelidon macrotarsa,Gelochelidonmacrotarsa,
CHARADRIIFORMES,LARIDAE,Gelochelidon,nilotica,,Gelochelidon nilotica,Gelochelidonnilotica,
CHARADRIIFORMES,LARIDAE,Gygis,alba,,Gygis alba,Gygisalba,
CHARADRIIFORMES,LARIDAE,Gygis,microrhyncha,,Gygis microrhyncha,Gygismicrorhyncha,
CHARADRIIFORMES,LARIDAE,Hydrocoloeus,minutus,,Hydrocoloeus minutus,Hydrocoloeusminutus,Larus minutus
CHARADRIIFORMES,LARIDAE,Hydroprogne,caspia,,Hydroprogne caspia,Hydroprognecaspia,Hydroprogne caspia|Sterna caspia
CHARADRIIFORMES,LARIDAE,Larosterna,inca,,Larosterna inca,Larosternainca,
CHARADRIIFORMES,LARIDAE,Larus,argentatus,,Larus argentatus,Larusargentatus,
CHARADRIIFORMES,LARIDAE,Larus,armenicus,,Larus armenicus,Larusarmenicus,
CHARADRIIFORMES,LARIDAE,Larus,atlanticus,,Larus atlanticus,Larusatlanticus,
CHARADRIIFORMES,LARIDAE,Larus,atricilla,,Larus atricilla,Larusatricilla,Leucophaeus atricilla atricilla
CHARADRIIFORMES,LARIDAE,Larus,audouinii,,Larus audouinii,Larusaudouinii,
CHARADRIIFORMES,LARIDAE,Larus,belcheri,,Larus belcheri,Larusbelcheri,
CHARADRIIFORMES,LARIDAE,Larus,brunnicephalus,,Larus brunnicephalus,Larusbrunnicephalus,
CHARADRIIFORMES,LARIDAE,Larus,bulleri,,Larus bulleri,Larusbulleri,
CHARADRIIFORMES,LARIDAE,Larus,cachinnans,,Larus cachinnans,Laruscachinnans,
CHARADRIIFORMES,LARIDAE,Larus,californicus,,Larus californicus,Laruscalifornicus,
CHARADRIIFORMES,LARIDAE,Larus,canus,,Larus canus,Laruscanus,
CHARADRIIFORMES,LARIDAE,Larus,cirrocephalus,,Larus cirrocephalus,Laruscirrocephalus,
CHARADRIIFORMES,LARIDAE,Larus,crassirostris,,Larus crassirostris,Laruscrassirostris,
CHARADRIIFORMES,LARIDAE,Larus,delawarensis,,Larus delawarensis,Larusdelawarensis,
CHARADRIIFORMES,LARIDAE,Larus,dominicanus,,Larus dominicanus,Larusdominicanus,
CHARADRIIFORMES,LARIDAE,Larus,fuliginosus,,Larus fuliginosus,Larusfuliginosus,
CHARADRIIFORMES,LARIDAE,Larus,fuscus,,Larus fuscus,Larusfuscus,
CHARADRIIFORMES,LARIDAE,Larus,genei,,Larus genei,Larusgenei,
CHARADRIIFORMES,LARIDAE,Larus,glaucescens,,Larus glaucescens,Larusglaucescens,
CHARADRIIFORMES,LARIDAE,Larus,glaucoides,,Larus glaucoides,Larusglaucoides,
CHARADRIIFORMES,LARIDAE,Larus,hartlaubii,,Larus hartlaubii,Larushartlaubii,
CHARADRIIFORMES,LARIDAE,Larus,heermanni,,Larus heermanni,Larusheermanni,
CHARADRIIFORMES,LARIDAE,Larus,hemprichii,,Larus hemprichii,Larushemprichii,
CHARADRIIFORMES,LARIDAE,Larus,hyperboreus,,Larus hyperboreus,Larushyperboreus,
CHARADRIIFORMES,LARIDAE,Larus,ichthyaetus,,Larus ichthyaetus,Larusichthyaetus,
CHARADRIIFORMES,LARIDAE,Larus,leucophthalmus,,Larus leucophthalmus,Larusleucophthalmus,
CHARADRIIFORMES,LARIDAE,Larus,livens,,Larus livens,Laruslivens,
CHARADRIIFORMES,LARIDAE,Larus,maculipennis,,Larus maculipennis,Larusmaculipennis,
CHARADRIIFORMES,LARIDAE,Larus,marinus,,Larus marinus,Larusmarinus,
CHARADRIIFORMES,LARIDAE,Larus,melanocephalus,,Larus melanocephalus,Larusmelanocephalus,
CHARADRIIFORMES,LARIDAE,Larus,michahellis,,Larus michahellis,Larusmichahellis,
CHARADRIIFORMES,LARIDAE,Larus,modestus,,Larus modestus,Larusmodestus,
CHARADRIIFORMES,LARIDAE,Larus,novaehollandiae,,Larus novaehollandiae,Larusnovaehollandiae,Larus scopulinus
CHARADRIIFORMES,LARIDAE,Larus,occidentalis,,Larus occidentalis,Larusoccidentalis,
CHARADRIIFORMES,LARIDAE,Larus,pacificus,,Larus pacificus,Laruspacificus,
CHARADRIIFORMES,LARIDAE,Larus,philadelphia,,Larus philadelphia,Larusphiladelphia,
CHARADRIIFORMES,LARIDAE,Larus,pipixcan,,Larus pipixcan,Laruspipixcan,Leucophaeus pipixcan pipixcan
CHARADRIIFORMES,LARIDAE,Larus,relictus,,Larus relictus,Larusrelictus,
CHARADRIIFORMES,LARIDAE,Larus,ridibundus,,Larus ridibundus,Larusridibundus,Chroicocephalus ridibundus ridibundus
CHARADRIIFORMES,LARIDAE,Larus,schistisagus,,Larus schistisagus,Larusschistisagus,
CHARADRIIFORMES,LARIDAE,Larus,scopulinus,,Larus scopulinus,Larusscopulinus,
CHARADRIIFORMES,LARIDAE,Larus,scoresbii,,Larus scoresbii,Larusscoresbii,Gabianus scoresbii|Leucophaeus scoresbii
CHARADRIIFORMES,LARIDAE,Larus,serranus,,Larus serranus,Larusserranus,
CHARADRIIFORMES,LARIDAE,Larus,smithsonianus,,Larus smithsonianus,Larussmithsonianus,
CHARADRIIFORMES,LARIDAE,Larus,thayeri,,Larus thayeri,Larusthayeri,
CHARADRIIFORMES,LARIDAE,Onychoprion,aleuticus,,Onychoprion aleuticus,Onychoprionaleuticus,Sterna aleutica
CHARADRIIFORMES,LARIDAE,Onychoprion,anaethetus,,Onychoprion anaethetus,Onychoprionanaethetus,Onychoprion anaethetus subspecies anaethetus|Sterna anaethetus
CHARADRIIFORMES,LARIDAE,Onychoprion,fuscatus,,Onychoprion fuscatus,Onychoprionfuscatus,Onychoprion fuscata subspecies fuscata|Sterna fuscata
CHARADRIIFORMES,LARIDAE,Onychoprion,lunatus,,Onychoprion lunatus,Onychoprionlunatus,Sterna lunata
CHARADRIIFORMES,LARIDAE,Pagophila,eburnea,,Pagophila eburnea,Pagophilaeburnea,
CHARADRIIFORMES,LARIDAE,Phaetusa,simplex,,Phaetusa simplex,Phaetusasimplex,
CHARADRIIFORMES,LARIDAE,Procelsterna,albivitta,,Procelsterna albivitta,Procelsternaalbivitta,
CHARADRIIFORMES,LARIDAE,Procelsterna,cerulea,,Procelsterna cerulea,Procelsternacerulea,
CHARADRIIFORMES,LARIDAE,Rhodostethia,rosea,,Rhodostethia rosea,Rhodostethiarosea,
CHARADRIIFORMES,LARIDAE,Rissa,brevirostris,,Rissa brevirostris,Rissabrevirostris,
CHARADRIIFORMES,LARIDAE,Rissa,tridactyla,,Rissa tridactyla,Rissatridactyla,
CHARADRIIFORMES,LARIDAE,Rynchops,albicollis,,Rynchops albicollis,Rynchopsalbicollis,
CHARADRIIFORMES,LARIDAE,Rynchops,flavirostris,,Rynchops flavirostris,Rynchopsflavirostris,
CHARADRIIFORMES,LARIDAE,Rynchops,niger,,Rynchops niger,Rynchopsniger,Rhynchops niger niger
CHARADRIIFORMES,LARIDAE,Saundersilarus,saundersi,,Saundersilarus saundersi,Saundersilarussaundersi,Larus saundersi
CHARADRIIFORMES,LARIDAE,Sterna,acuticauda,,Sterna acuticauda,Sternaacuticauda,
CHARADRIIFORMES,LARIDAE,Sterna,aurantia,,Sterna aurantia,Sternaaurantia,
CHARADRIIFORMES,LARIDAE,Sterna,dougallii,,Sterna dougallii,Sternadougallii,
CHARADRIIFORMES,LARIDAE,Sterna,forsteri,,Sterna forsteri,Sternaforsteri,
CHARADRIIFORMES,LARIDAE,Sterna,hirundinacea,,Sterna hirundinacea,Sternahirundinacea,
CHARADRIIFORMES,LARIDAE,Sterna,hirundo,,Sterna hirundo,Sternahirundo,
CHARADRIIFORMES,LARIDAE,Sterna,paradisaea,,Sterna paradisaea,Sternaparadisaea,
CHARADRIIFORMES,LARIDAE,Sterna,repressa,,Sterna repressa,Sternarepressa,
CHARADRIIFORMES,LARIDAE,Sterna,striata,,Sterna striata,Sternastriata,
CHARADRIIFORMES,LARIDAE,Sterna,sumatrana,,Sterna sumatrana,Sternasumatrana,
CHARADRIIFORMES,LARIDAE,Sterna,trudeaui,,Sterna trudeaui,Sternatrudeaui,
CHARADRIIFORMES,LARIDAE,Sterna,virgata,,Sterna virgata,Sternavirgata,
CHARADRIIFORMES,LARIDAE,Sterna,vittata,,Sterna vittata,Sternavittata,
CHARADRIIFORMES,LARIDAE,Sternula,albifrons,,Sternula albifrons,Sternulaalbifrons,Sterna albifrons
CHARADRIIFORMES,LARIDAE,Sternula,antillarum,,Sternula antillarum,Sternulaantillarum,Sterna antillarum
CHARADRIIFORMES,LARIDAE,Sternula,balaenarum,,Sternula balaenarum,Sternulabalaenarum,Sterna balaenarum
CHARADRIIFORMES,LARIDAE,Sternula,lorata,,Sternula lorata,Sternulalorata,Sterna lorata
CHARADRIIFORMES,LARIDAE,Sternula,nereis,,Sternula nereis,Sternulanereis,Sterna nereis
CHARADRIIFORMES,LARIDAE,Sternula,saundersi,,Sternula saundersi,Sternulasaundersi,Sterna saundersi
CHARADRIIFORMES,LARIDAE,Sternula,superciliaris,,Sternula superciliaris,Sternulasuperciliaris,Sterna superciliaris
CHARADRIIFORMES,LARIDAE,Thalasseus,bengalensis,,Thalasseus bengalensis,Thalasseusbengalensis,Sterna bengalensis
CHARADRIIFORMES,LARIDAE,Thalasseus,bergii,,Thalasseus bergii,Thalasseusbergii,Sterna bergii
CHARADRIIFORMES,LARIDAE,Thalasseus,bernsteini,,Thalasseus bernsteini,Thalasseusbernsteini,Sterna bernsteini
CHARADRIIFORMES,LARIDAE,Thalasseus,elegans,,Thalasseus elegans,Thalasseuselegans,Sterna elegans
CHARADRIIFORMES,LARIDAE,Thalasseus,maximus,,Thalasseus maximus,Thalasseusmaximus,Sterna maxima
CHARADRIIFORMES,LARIDAE,Thalasseus,sandvicensis,acuflavida,Thalasseus sandvicensis acuflavida,Thalasseussandvicensisacuflavida,Sterna sandvicensis
CHARADRIIFORMES,LARIDAE,Thalasseus,sandvicensis,eurygnatha,Thalasseus sandvicensis eurygnatha,Thalasseussandvicensiseurygnatha,Sterna sandvicensis
CHARADRIIFORMES,LARIDAE,Xema,sabini,,Xema sabini,Xemasabini,Larus sabini |Larus sabini sabini
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,grallaria,,Fregetta grallaria,Fregettagrallaria,
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,maoriana,,Fregetta maoriana,Fregettamaoriana,Oceanites maorianus
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,tropica,,Fregetta tropica,Fregettatropica,
PROCELLARIIFORMES,OCEANITIDAE,Garrodia,nereis,,Garrodia nereis,Garrodianereis,Oceanites nereis nereis
PROCELLARIIFORMES,OCEANITIDAE,Nesofregetta,fuliginosa,,Nesofregetta fuliginosa,Nesofregettafuliginosa,
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,gracilis,,Oceanites gracilis,Oceanitesgracilis,
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,gracilis,galapagoensis,Oceanites gracilis galapagoensis,Oceanitesgracilisgalapagoensis,
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,oceanicus,,Oceanites oceanicus,Oceanitesoceanicus,
